Baud rate 2400, low carrier filter 1, 2dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
   48.0000, 0.4295794420, 1.05070, 1.50947
   56.0000, 0.4310390855, 1.05088, 1.50773
   64.0000, 0.4327232018, 1.05108, 1.50572
   72.0000, 0.4346317385, 1.05131, 1.50345
   80.0000, 0.4367646266, 1.05157, 1.50091
   88.0000, 0.4391217770, 1.05186, 1.49811
   96.0000, 0.4417030762, 1.05217, 1.49506
  104.0000, 0.4445083826, 1.05251, 1.49174
  112.0000, 0.4475375218, 1.05288, 1.48818
  120.0000, 0.4507902818, 1.05327, 1.48436
  128.0000, 0.4542664079, 1.05369, 1.48028
  136.0000, 0.4579655974, 1.05414, 1.47596
  144.0000, 0.4618874942, 1.05462, 1.47140
  152.0000, 0.4660316831, 1.05512, 1.46659
  160.0000, 0.4703976842, 1.05565, 1.46154
  168.0000, 0.4749849465, 1.05621, 1.45626
  176.0000, 0.4797928424, 1.05679, 1.45074
  184.0000, 0.4848206618, 1.05740, 1.44500
  192.0000, 0.4900676053, 1.05804, 1.43903
  200.0000, 0.4955327793, 1.05871, 1.43283
  208.0000, 0.5012151893, 1.05940, 1.42642
  216.0000, 0.5071137342, 1.06012, 1.41980
  224.0000, 0.5132272009, 1.06087, 1.41296
  232.0000, 0.5195542589, 1.06164, 1.40592
  240.0000, 0.5260934544, 1.06244, 1.39868
  248.0000, 0.5328432059, 1.06327, 1.39124
  256.0000, 0.5398017991, 1.06412, 1.38361
  264.0000, 0.5469673826, 1.06500, 1.37580
  272.0000, 0.5543379636, 1.06590, 1.36780
  280.0000, 0.5619114045, 1.06683, 1.35962
  288.0000, 0.5696854192, 1.06779, 1.35128
  296.0000, 0.5776575704, 1.06877, 1.34277
  304.0000, 0.5858252670, 1.06977, 1.33409
  312.0000, 0.5941857624, 1.07080, 1.32527
  320.0000, 0.6027361529, 1.07186, 1.31629
  328.0000, 0.6114733767, 1.07294, 1.30717
  336.0000, 0.6203942136, 1.07404, 1.29791
  344.0000, 0.6294952850, 1.07516, 1.28852
  352.0000, 0.6387730551, 1.07631, 1.27900
  360.0000, 0.6482238316, 1.07748, 1.26936
  368.0000, 0.6578437684, 1.07868, 1.25961
  376.0000, 0.6676288675, 1.07989, 1.24976
  384.0000, 0.6775749823, 1.08113, 1.23980
  392.0000, 0.6876778218, 1.08239, 1.22975
  400.0000, 0.6979329544, 1.08367, 1.21961
  408.0000, 0.7083358133, 1.08497, 1.20939
  416.0000, 0.7188817020, 1.08629, 1.19909
  424.0000, 0.7295658005, 1.08762, 1.18873
  432.0000, 0.7403831721, 1.08898, 1.17831
  440.0000, 0.7513287709, 1.09035, 1.16783
  448.0000, 0.7623974495, 1.09174, 1.15731
  456.0000, 0.7735839680, 1.09315, 1.14674
  464.0000, 0.7848830022, 1.09457, 1.13614
  472.0000, 0.7962891542, 1.09601, 1.12552
  480.0000, 0.8077969614, 1.09746, 1.11488
  488.0000, 0.8194009078, 1.09893, 1.10422
  496.0000, 0.8310954343, 1.10041, 1.09356
  504.0000, 0.8428749506, 1.10190, 1.08290
  512.0000, 0.8547338464, 1.10341, 1.07225
  520.0000, 0.8666665037, 1.10493, 1.06162
  528.0000, 0.8786673091, 1.10645, 1.05101
  536.0000, 0.8907306665, 1.10799, 1.04044
  544.0000, 0.9028510096, 1.10954, 1.02990
  552.0000, 0.9150228157, 1.11109, 1.01940
  560.0000, 0.9272406181, 1.11266, 1.00896
  568.0000, 0.9394990197, 1.11423, 0.99858
  576.0000, 0.9517927069, 1.11581, 0.98826
  584.0000, 0.9641164623, 1.11739, 0.97802
  592.0000, 0.9764651787, 1.11898, 0.96786
  600.0000, 0.9888338723, 1.12058, 0.95779
  608.0000, 1.0012176958, 1.12218, 0.94782
  616.0000, 1.0136119522, 1.12378, 0.93794
  624.0000, 1.0260121072, 1.12538, 0.92818
  632.0000, 1.0384138023, 1.12699, 0.91853
  640.0000, 1.0508128673, 1.12860, 0.90900
  648.0000, 1.0632053327, 1.13021, 0.89960
  656.0000, 1.0755874412, 1.13183, 0.89034
  664.0000, 1.0879556596, 1.13344, 0.88123
  672.0000, 1.1003066898, 1.13505, 0.87226
  680.0000, 1.1126374793, 1.13666, 0.86345
  688.0000, 1.1249452315, 1.13828, 0.85481
  696.0000, 1.1372274153, 1.13989, 0.84633
  704.0000, 1.1494817738, 1.14150, 0.83803
  712.0000, 1.1617063330, 1.14310, 0.82991
  720.0000, 1.1738994095, 1.14471, 0.82198
  728.0000, 1.1860596174, 1.14631, 0.81424
  736.0000, 1.1981858745, 1.14791, 0.80671
  744.0000, 1.2102774084, 1.14951, 0.79938
  752.0000, 1.2223337606, 1.15111, 0.79226
  760.0000, 1.2343547908, 1.15270, 0.78537
  768.0000, 1.2463406801, 1.15430, 0.77869
  776.0000, 1.2582919329, 1.15588, 0.77225
  784.0000, 1.2702093786, 1.15747, 0.76604
  792.0000, 1.2820941718, 1.15906, 0.76006
  800.0000, 1.2939477920, 1.16064, 0.75434
  808.0000, 1.3057720417, 1.16222, 0.74886
  816.0000, 1.3175690447, 1.16380, 0.74364
  824.0000, 1.3293412417, 1.16538, 0.73868
  832.0000, 1.3410913869, 1.16696, 0.73398
  840.0000, 1.3528225417, 1.16853, 0.72956
  848.0000, 1.3645380688, 1.17011, 0.72540
  856.0000, 1.3762416247, 1.17169, 0.72152
  864.0000, 1.3879371509, 1.17327, 0.71793
  872.0000, 1.3996288646, 1.17485, 0.71462
  880.0000, 1.4113212482, 1.17643, 0.71159
  888.0000, 1.4230190379, 1.17802, 0.70887
  896.0000, 1.4347272110, 1.17960, 0.70643
  904.0000, 1.4464509725, 1.18120, 0.70430
  912.0000, 1.4581957405, 1.18280, 0.70247
  920.0000, 1.4699671311, 1.18440, 0.70094
  928.0000, 1.4817709419, 1.18601, 0.69973
  936.0000, 1.4936131350, 1.18763, 0.69882
  944.0000, 1.5054998187, 1.18926, 0.69823
  952.0000, 1.5174372288, 1.19089, 0.69796
  960.0000, 1.5294317090, 1.19254, 0.69800
  968.0000, 1.5414896902, 1.19419, 0.69836
  976.0000, 1.5536176700, 1.19586, 0.69905
  984.0000, 1.5658221904, 1.19754, 0.70006
  992.0000, 1.5781098160, 1.19924, 0.70139
 1000.0000, 1.5904871107, 1.20095, 0.70305
 1008.0000, 1.6029606147, 1.20267, 0.70504
 1016.0000, 1.6155368207, 1.20442, 0.70735
 1024.0000, 1.6282221496, 1.20618, 0.71000
 1032.0000, 1.6410229268, 1.20796, 0.71297
 1040.0000, 1.6539453569, 1.20975, 0.71627
 1048.0000, 1.6669954995, 1.21157, 0.71991
 1056.0000, 1.6801792445, 1.21341, 0.72387
 1064.0000, 1.6935022871, 1.21528, 0.72817
 1072.0000, 1.7069701037, 1.21716, 0.73279
 1080.0000, 1.7205879269, 1.21907, 0.73774
 1088.0000, 1.7343607222, 1.22101, 0.74302
 1096.0000, 1.7482931635, 1.22297, 0.74863
 1104.0000, 1.7623896104, 1.22495, 0.75456
 1112.0000, 1.7766540852, 1.22697, 0.76082
 1120.0000, 1.7910902507, 1.22901, 0.76740
 1128.0000, 1.8057013890, 1.23108, 0.77430
 1136.0000, 1.8204903809, 1.23317, 0.78153
 1144.0000, 1.8354596857, 1.23530, 0.78907
 1152.0000, 1.8506113233, 1.23746, 0.79692
 1160.0000, 1.8659468553, 1.23965, 0.80509
 1168.0000, 1.8814673695, 1.24186, 0.81357
 1176.0000, 1.8971734636, 1.24411, 0.82235
 1184.0000, 1.9130652314, 1.24639, 0.83144
 1192.0000, 1.9291422498, 1.24870, 0.84083
 1200.0000, 1.9454035675, 1.25104, 0.85052
 1208.0000, 1.9618476946, 1.25341, 0.86050
 1216.0000, 1.9784725944, 1.25581, 0.87077
 1224.0000, 1.9952756762, 1.25824, 0.88133
 1232.0000, 2.0122537901, 1.26070, 0.89217
 1240.0000, 2.0294032230, 1.26319, 0.90329
 1248.0000, 2.0467196965, 1.26572, 0.91469
 1256.0000, 2.0641983668, 1.26826, 0.92635
 1264.0000, 2.0818338256, 1.27084, 0.93827
 1272.0000, 2.0996201033, 1.27345, 0.95046
 1280.0000, 2.1175506739, 1.27608, 0.96290
 1288.0000, 2.1356184611, 1.27874, 0.97559
 1296.0000, 2.1538158470, 1.28142, 0.98852
 1304.0000, 2.1721346818, 1.28412, 1.00169
 1312.0000, 2.1905662957, 1.28685, 1.01509
 1320.0000, 2.2091015119, 1.28960, 1.02872
 1328.0000, 2.2277306620, 1.29237, 1.04257
 1336.0000, 2.2464436026, 1.29516, 1.05663
 1344.0000, 2.2652297336, 1.29796, 1.07090
 1352.0000, 2.2840780179, 1.30078, 1.08537
 1360.0000, 2.3029770029, 1.30361, 1.10003
 1368.0000, 2.3219148435, 1.30646, 1.11488
 1376.0000, 2.3408793260, 1.30931, 1.12992
 1384.0000, 2.3598578939, 1.31218, 1.14512
 1392.0000, 2.3788376746, 1.31505, 1.16049
 1400.0000, 2.3978055080, 1.31792, 1.17602
 1408.0000, 2.4167479751, 1.32080, 1.19170
 1416.0000, 2.4356514290, 1.32368, 1.20753
 1424.0000, 2.4545020256, 1.32655, 1.22349
 1432.0000, 2.4732857567, 1.32943, 1.23958
 1440.0000, 2.4919884827, 1.33229, 1.25579
 1448.0000, 2.5105959666, 1.33515, 1.27211
 1456.0000, 2.5290939089, 1.33800, 1.28854
 1464.0000, 2.5474679829, 1.34083, 1.30506
 1472.0000, 2.5657038709, 1.34365, 1.32167
 1480.0000, 2.5837872999, 1.34645, 1.33836
 1488.0000, 2.6017040791, 1.34923, 1.35512
 1496.0000, 2.6194401370, 1.35199, 1.37194
 1504.0000, 2.6369815585, 1.35472, 1.38881
 1512.0000, 2.6543146229, 1.35742, 1.40573
 1520.0000, 2.6714258412, 1.36010, 1.42269
 1528.0000, 2.6883019943, 1.36275, 1.43967
 1536.0000, 2.7049301707, 1.36536, 1.45667
 1544.0000, 2.7212978039, 1.36793, 1.47368
 1552.0000, 2.7373927099, 1.37047, 1.49069
 1560.0000, 2.7532031247, 1.37297, 1.50769
 1568.0000, 2.7687177412, 1.37542, 1.52467
 1576.0000, 2.7839257453, 1.37783, 1.54163
 1584.0000, 2.7988168527, 1.38020, 1.55854
 1592.0000, 2.8133813439, 1.38251, 1.57542
 1600.0000, 2.8276100996, 1.38478, 1.59223
 1608.0000, 2.8414946350, 1.38699, 1.60898
 1616.0000, 2.8550271334, 1.38916, 1.62566
 1624.0000, 2.8682004795, 1.39127, 1.64225
 1632.0000, 2.8810082908, 1.39332, 1.65876
 1640.0000, 2.8934449494, 1.39531, 1.67516
 1648.0000, 2.9055056321, 1.39725, 1.69144
 1656.0000, 2.9171863394, 1.39913, 1.70761
 1664.0000, 2.9284839236, 1.40096, 1.72365
 1672.0000, 2.9393961158, 1.40272, 1.73954
 1680.0000, 2.9499215515, 1.40442, 1.75529
 1688.0000, 2.9600597950, 1.40606, 1.77088
 1696.0000, 2.9698113621, 1.40764, 1.78631
 1704.0000, 2.9791777414, 1.40916, 1.80155
 1712.0000, 2.9881614146, 1.41061, 1.81661
 1720.0000, 2.9967658741, 1.41201, 1.83148
 1728.0000, 3.0049956399, 1.41335, 1.84614
 1736.0000, 3.0128562737, 1.41463, 1.86058
 1744.0000, 3.0203543917, 1.41585, 1.87481
 1752.0000, 3.0274976754, 1.41702, 1.88880
 1760.0000, 3.0342948797, 1.41813, 1.90256
 1768.0000, 3.0407558390, 1.41918, 1.91606
 1776.0000, 3.0468914714, 1.42018, 1.92931
 1784.0000, 3.0527137798, 1.42114, 1.94229
 1792.0000, 3.0582358504, 1.42204, 1.95499
 1800.0000, 3.0634718493, 1.42290, 1.96741
 1808.0000, 3.0684370153, 1.42371, 1.97954
 1816.0000, 3.0731476503, 1.42448, 1.99137
 1824.0000, 3.0776211066, 1.42522, 2.00289
 1832.0000, 3.0818757712, 1.42592, 2.01409
 1840.0000, 3.0859310462, 1.42658, 2.02497
 1848.0000, 3.0898073262, 1.42722, 2.03552
 1856.0000, 3.0935259728, 1.42783, 2.04572
 1864.0000, 3.0971092843, 1.42842, 2.05558
 1872.0000, 3.1005804626, 1.42899, 2.06508
 1880.0000, 3.1039635757, 1.42955, 2.07422
 1888.0000, 3.1072835172, 1.43009, 2.08298
 1896.0000, 3.1105659606, 1.43063, 2.09137
 1904.0000, 3.1138373107, 1.43117, 2.09938
 1912.0000, 3.1171246504, 1.43171, 2.10699
 1920.0000, 3.1204556832, 1.43226, 2.11420
 1928.0000, 3.1238586722, 1.43282, 2.12101
 1936.0000, 3.1273623747, 1.43340, 2.12741
 1944.0000, 3.1309959721, 1.43400, 2.13339
 1952.0000, 3.1347889969, 1.43463, 2.13895
 1960.0000, 3.1387712544, 1.43529, 2.14408
 1968.0000, 3.1429727418, 1.43598, 2.14877
 1976.0000, 3.1474235621, 1.43672, 2.15302
 1984.0000, 3.1521538354, 1.43750, 2.15683
 1992.0000, 3.1571936063, 1.43833, 2.16018
 2000.0000, 3.1625727475, 1.43922, 2.16308
 2008.0000, 3.1683208613, 1.44018, 2.16551
 2016.0000, 3.1744671769, 1.44120, 2.16748
 2024.0000, 3.1810404462, 1.44229, 2.16898
 2032.0000, 3.1880688369, 1.44346, 2.17000
 2040.0000, 3.1955798232, 1.44470, 2.17055
 2048.0000, 3.2036000755, 1.44604, 2.17061
 2056.0000, 3.2121553486, 1.44746, 2.17018
 2064.0000, 3.2212703686, 1.44898, 2.16926
 2072.0000, 3.2309687202, 1.45060, 2.16785
 2080.0000, 3.2412727334, 1.45232, 2.16594
 2088.0000, 3.2522033706, 1.45415, 2.16353
 2096.0000, 3.2637801152, 1.45609, 2.16062
 2104.0000, 3.2760208613, 1.45815, 2.15721
 2112.0000, 3.2889418048, 1.46032, 2.15329
 2120.0000, 3.3025573379, 1.46261, 2.14886
 2128.0000, 3.3168799459, 1.46502, 2.14391
 2136.0000, 3.3319201072, 1.46756, 2.13846
 2144.0000, 3.3476861977, 1.47023, 2.13249
 2152.0000, 3.3641843991, 1.47302, 2.12600
 2160.0000, 3.3814186120, 1.47595, 2.11900
 2168.0000, 3.3993903744, 1.47900, 2.11149
 2176.0000, 3.4180987854, 1.48219, 2.10345
 2184.0000, 3.4375404350, 1.48551, 2.09490
 2192.0000, 3.4577093402, 1.48897, 2.08583
 2200.0000, 3.4785968874, 1.49255, 2.07624
 2208.0000, 3.5001917818, 1.49627, 2.06613
 2216.0000, 3.5224800032, 1.50011, 2.05551
 2224.0000, 3.5454447693, 1.50408, 2.04438
 2232.0000, 3.5690665062, 1.50818, 2.03272
 2240.0000, 3.5933228259, 1.51240, 2.02056
 2248.0000, 3.6181885103, 1.51673, 2.00788
 2256.0000, 3.6436355039, 1.52118, 1.99470
 2264.0000, 3.6696329115, 1.52574, 1.98100
 2272.0000, 3.6961470042, 1.53041, 1.96680
 2280.0000, 3.7231412311, 1.53517, 1.95210
 2288.0000, 3.7505762375, 1.54003, 1.93690
 2296.0000, 3.7784098889, 1.54497, 1.92120
 2304.0000, 3.8065973006, 1.54999, 1.90500
 2312.0000, 3.8350908725, 1.55509, 1.88831
 2320.0000, 3.8638403283, 1.56024, 1.87114
 2328.0000, 3.8927927592, 1.56545, 1.85348
 2336.0000, 3.9218926707, 1.57071, 1.83535
 2344.0000, 3.9510820331, 1.57599, 1.81674
 2352.0000, 3.9803003339, 1.58130, 1.79766
 2360.0000, 4.0094846326, 1.58662, 1.77811
 2368.0000, 4.0385696163, 1.59195, 1.75810
 2376.0000, 4.0674876561, 1.59726, 1.73764
 2384.0000, 4.0961688639, 1.60254, 1.71672
 2392.0000, 4.1245411477, 1.60778, 1.69536
 2400.0000, 4.1525302666, 1.61297, 1.67356
 2408.0000, 4.1800598827, 1.61809, 1.65133
 2416.0000, 4.2070516115, 1.62313, 1.62867
 2424.0000, 4.2334250685, 1.62806, 1.60559
 2432.0000, 4.2590979118, 1.63288, 1.58210
 2440.0000, 4.2839858803, 1.63757, 1.55820
 2448.0000, 4.3080028266, 1.64210, 1.53390
 2456.0000, 4.3310607446, 1.64647, 1.50921
 2464.0000, 4.3530697897, 1.65064, 1.48413
 2472.0000, 4.3739382926, 1.65461, 1.45867
 2480.0000, 4.3935727653, 1.65836, 1.43285
 2488.0000, 4.4118778983, 1.66186, 1.40666
 2496.0000, 4.4287565490, 1.66509, 1.38011
 2504.0000, 4.4441097205, 1.66804, 1.35323
 2512.0000, 4.4578365297, 1.67067, 1.32600
 2520.0000, 4.4698341644, 1.67298, 1.29844
 2528.0000, 4.4799978283, 1.67494, 1.27057
 2536.0000, 4.4882206735, 1.67653, 1.24239
 2544.0000, 4.4943937193, 1.67772, 1.21390
 2552.0000, 4.4984057564, 1.67850, 1.18512
 2560.0000, 4.5001432356, 1.67883, 1.15606
 2568.0000, 4.4994901398, 1.67871, 1.12672
 2576.0000, 4.4963278386, 1.67809, 1.09712
 2584.0000, 4.4905349229, 1.67698, 1.06727
 2592.0000, 4.4819870197, 1.67533, 1.03717
 2600.0000, 4.4705565840, 1.67312, 1.00684
 2608.0000, 4.4561126671, 1.67034, 0.97628
 2616.0000, 4.4385206579, 1.66696, 0.94551
 2624.0000, 4.4176419967, 1.66296, 0.91454
 2632.0000, 4.3933338568, 1.65831, 0.88338
 2640.0000, 4.3654487926, 1.65300, 0.85204
 2648.0000, 4.3338343501, 1.64699, 0.82052
 2656.0000, 4.2983326358, 1.64027, 0.78885
 2664.0000, 4.2587798396, 1.63282, 0.75702
 2672.0000, 4.2150057075, 1.62461, 0.72506
 2680.0000, 4.1668329576, 1.61563, 0.69298
 2688.0000, 4.1140766319, 1.60585, 0.66077
 2696.0000, 4.0565433792, 1.59524, 0.62847
 2704.0000, 3.9940306568, 1.58380, 0.59607
 2712.0000, 3.9263258429, 1.57151, 0.56359
 2720.0000, 3.8532052484, 1.55833, 0.53104
 2728.0000, 3.7744330120, 1.54426, 0.49844
 2736.0000, 3.6897598653, 1.52928, 0.46579
 2744.0000, 3.5989217473, 1.51337, 0.43310
 2752.0000, 3.5016382470, 1.49652, 0.40040
 2760.0000, 3.3976108479, 1.47870, 0.36768
 2768.0000, 3.2865209442, 1.45991, 0.33496
 2776.0000, 3.1680275911, 1.44013, 0.30225
 2784.0000, 3.0417649463, 1.41935, 0.26958
 2792.0000, 2.9073393507, 1.39755, 0.23693
 2800.0000, 2.7643259838, 1.37473, 0.20434
 2808.0000, 2.6122650196, 1.35087, 0.17180
 2816.0000, 2.4506571883, 1.32597, 0.13934
 2824.0000, 2.2789586311, 1.30001, 0.10697
 2832.0000, 2.0965749074, 1.27300, 0.07468
 2840.0000, 1.9028539817, 1.24492, 0.04251
 2848.0000, 1.6970779736, 1.21578, 0.01046
 2856.0000, 1.4784533974, 1.18556, 0.02146
 2864.0000, 1.2460995492, 1.15426, 0.05324
 2872.0000, 0.9990345987, 1.12189, 0.08486
 2880.0000, 0.7361588212, 1.08845, 0.11632
 2888.0000, 0.4562342301, 1.05393, 0.14760
 2896.0000, 0.1578596410, 1.01834, 0.17868
 2904.0000, -0.1605601207, 0.98168, 0.20957
 2912.0000, -0.5008526041, 0.94397, 0.24024
 2920.0000, -0.8651260725, 0.90520, 0.27069
 2928.0000, -1.2558310698, 0.86538, 0.30090
 2936.0000, -1.6758398103, 0.82453, 0.33086
 2944.0000, -2.1285499700, 0.78266, 0.36057
 2952.0000, -2.6180224736, 0.73977, 0.39000
 2960.0000, -3.1491675862, 0.69589, 0.41916
 2968.0000, -3.7280011751, 0.65103, 0.44802
 2976.0000, -4.3620055079, 0.60520, 0.47658
 2984.0000, -5.0606503428, 0.55843, 0.50483
 2992.0000, -5.8361681834, 0.51073, 0.53275
 3000.0000, -6.7047487049, 0.46213, 0.56034
 3008.0000, -7.6884576755, 0.41265, 0.58759
 3016.0000, -8.8184814686, 0.36231, 0.61448
 3024.0000, -10.1409748640, 0.31114, 0.64100
 3032.0000, -11.7285066512, 0.25916, 0.66716
 3040.0000, -13.7050915247, 0.20642, 0.69292
 3048.0000, -16.3103801171, 0.15293, 0.71829
 3056.0000, -20.1116936108, 0.09872, 0.74326
 3064.0000, -27.1627329021, 0.04384, 0.76782
 3072.0000, -38.6445520291, 0.01169, 0.79195
 3080.0000, -23.3720245754, 0.06783, 0.81565
 3088.0000, -18.0940807197, 0.12454, 0.83892
 3096.0000, -14.8090660285, 0.18178, 0.86173
 3104.0000, -12.4132126317, 0.23952, 0.88408
 3112.0000, -10.5241098957, 0.29771, 0.90597
 3120.0000, -8.9633309959, 0.35631, 0.92739
 3128.0000, -7.6330404492, 0.41529, 0.94832
 3136.0000, -6.4737559408, 0.47458, 0.96876
 3144.0000, -5.4466021329, 0.53416, 0.98871
 3152.0000, -4.5247723600, 0.59397, 1.00815
 3160.0000, -3.6890003750, 0.65396, 1.02708
 3168.0000, -2.9249749727, 0.71409, 1.04549
 3176.0000, -2.2217757581, 0.77430, 1.06337
 3184.0000, -1.5708813142, 0.83456, 1.08072
 3192.0000, -0.9655154759, 0.89480, 1.09754
 3200.0000, -0.4002021877, 0.95497, 1.11381
 3208.0000, 0.1295461442, 1.01503, 1.12952
 3216.0000, 0.6274521388, 1.07491, 1.14468
 3224.0000, 1.0966370935, 1.13457, 1.15928
 3232.0000, 1.5397430513, 1.19395, 1.17331
 3240.0000, 1.9590253495, 1.25300, 1.18677
 3248.0000, 2.3564238199, 1.31166, 1.19965
 3256.0000, 2.7336182863, 1.36987, 1.21195
 3264.0000, 3.0920723405, 1.42759, 1.22366
 3272.0000, 3.4330682419, 1.48475, 1.23479
 3280.0000, 3.7577350176, 1.54130, 1.24531
 3288.0000, 4.0670712889, 1.59718, 1.25525
 3296.0000, 4.3619639673, 1.65234, 1.26458
 3304.0000, 4.6432036845, 1.70671, 1.27330
 3312.0000, 4.9114976137, 1.76025, 1.28142
 3320.0000, 5.1674801942, 1.81290, 1.28893
 3328.0000, 5.4117221541, 1.86460, 1.29583
 3336.0000, 5.6447381433, 1.91530, 1.30212
 3344.0000, 5.8669932238, 1.96494, 1.30778
 3352.0000, 6.0789084140, 2.01347, 1.31284
 3360.0000, 6.2808654459, 2.06084, 1.31727
 3368.0000, 6.4732108624, 2.10698, 1.32108
 3376.0000, 6.6562595592, 2.15185, 1.32427
 3384.0000, 6.8302978573, 2.19541, 1.32684
 3392.0000, 6.9955861747, 2.23758, 1.32879
 3400.0000, 7.1523613569, 2.27834, 1.33012
 3408.0000, 7.3008387130, 2.31762, 1.33083
 3416.0000, 7.4412137993, 2.35538, 1.33091
 3424.0000, 7.5736639818, 2.39157, 1.33038
 3432.0000, 7.6983498075, 2.42615, 1.32922
 3440.0000, 7.8154162080, 2.45907, 1.32745
 3448.0000, 7.9249935552, 2.49029, 1.32507
 3456.0000, 8.0271985859, 2.51976, 1.32206
 3464.0000, 8.1221352103, 2.54746, 1.31845
 3472.0000, 8.2098952164, 2.57333, 1.31422
 3480.0000, 8.2905588801, 2.59733, 1.30939
 3488.0000, 8.3641954903, 2.61945, 1.30395
 3496.0000, 8.4308637962, 2.63963, 1.29791
 3504.0000, 8.4906123823, 2.65785, 1.29128
 3512.0000, 8.5434799772, 2.67408, 1.28404
 3520.0000, 8.5894956989, 2.68828, 1.27622
 3528.0000, 8.6286792414, 2.70044, 1.26781
 3536.0000, 8.6610410032, 2.71052, 1.25882
 3544.0000, 8.6865821607, 2.71850, 1.24924
 3552.0000, 8.7052946873, 2.72436, 1.23910
 3560.0000, 8.7171613174, 2.72809, 1.22838
 3568.0000, 8.7221554564, 2.72966, 1.21711
 3576.0000, 8.7202410344, 2.72905, 1.20527
 3584.0000, 8.7113723025, 2.72627, 1.19289
 3592.0000, 8.6954935688, 2.72129, 1.17995
 3600.0000, 8.6725388708, 2.71411, 1.16648
 3608.0000, 8.6424315799, 2.70472, 1.15248
 3616.0000, 8.6050839329, 2.69311, 1.13795
 3624.0000, 8.5603964841, 2.67929, 1.12290
 3632.0000, 8.5082574706, 2.66326, 1.10733
 3640.0000, 8.4485420811, 2.64501, 1.09127
 3648.0000, 8.3811116185, 2.62455, 1.07470
 3656.0000, 8.3058125430, 2.60190, 1.05765
 3664.0000, 8.2224753811, 2.57706, 1.04011
 3672.0000, 8.1309134825, 2.55003, 1.02210
 3680.0000, 8.0309216047, 2.52084, 1.00362
 3688.0000, 7.9222743001, 2.48951, 0.98469
 3696.0000, 7.8047240766, 2.45604, 0.96531
 3704.0000, 7.6779992963, 2.42047, 0.94549
 3712.0000, 7.5418017717, 2.38281, 0.92524
 3720.0000, 7.3958040078, 2.34310, 0.90458
 3728.0000, 7.2396460310, 2.30135, 0.88350
 3736.0000, 7.0729317311, 2.25760, 0.86202
 3744.0000, 6.8952246278, 2.21188, 0.84014
 3752.0000, 6.7060429529, 2.16422, 0.81789
 3760.0000, 6.5048539141, 2.11467, 0.79527
 3768.0000, 6.2910669754, 2.06326, 0.77228
 3776.0000, 6.0640259470, 2.01002, 0.74895
 3784.0000, 5.8229996263, 1.95501, 0.72527
 3792.0000, 5.5671706615, 1.89827, 0.70127
 3800.0000, 5.2956222216, 1.83984, 0.67695
 3808.0000, 5.0073219332, 1.77978, 0.65232
 3816.0000, 4.7011023898, 1.71813, 0.62740
 3824.0000, 4.3756373158, 1.65494, 0.60219
 3832.0000, 4.0294121743, 1.59027, 0.57671
 3840.0000, 3.6606875902, 1.52417, 0.55097
 3848.0000, 3.2674533756, 1.45671, 0.52498
 3856.0000, 2.8473701058, 1.38793, 0.49876
 3864.0000, 2.3976939708, 1.31791, 0.47230
 3872.0000, 1.9151788117, 1.24669, 0.44564
 3880.0000, 1.3959464892, 1.17435, 0.41877
 3888.0000, 0.8353124556, 1.10094, 0.39171
 3896.0000, 0.2275465623, 1.02654, 0.36448
 3904.0000, -0.4344620731, 0.95121, 0.33708
 3912.0000, -1.1596863780, 0.87502, 0.30952
 3920.0000, -1.9596726947, 0.79802, 0.28183
 3928.0000, -2.8496282417, 0.72031, 0.25401
 3936.0000, -3.8501517818, 0.64194, 0.22608
 3944.0000, -4.9901260298, 0.56298, 0.19804
 3952.0000, -6.3118548318, 0.48351, 0.16992
 3960.0000, -7.8809265614, 0.40360, 0.14172
 3968.0000, -9.8072241376, 0.32332, 0.11345
 3976.0000, -12.2967440062, 0.24275, 0.08513
 3984.0000, -15.8119600580, 0.16196, 0.05678
 3992.0000, -21.8285950883, 0.08102, 0.02839
 4000.0000, -293.2640040063, 0.00000, 0.00000

Magnitude at band edges

    0.0650 1.10493E+00
    0.3350 1.61563E+00
    0.0650 1.10493E+00
    0.3350 1.61563E+00
Baud rate 2400, low carrier filter 3, 6dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
    0.0000, 0.6525866593, 1.07803, 1.90299
    8.0000, 0.6527452694, 1.07805, 1.90274
   16.0000, 0.6532211288, 1.07810, 1.90201
   24.0000, 0.6540143233, 1.07820, 1.90080
   32.0000, 0.6551249948, 1.07834, 1.89910
   40.0000, 0.6565533386, 1.07852, 1.89692
   48.0000, 0.6582996005, 1.07874, 1.89425
   56.0000, 0.6603640724, 1.07899, 1.89110
   64.0000, 0.6627470881, 1.07929, 1.88748
   72.0000, 0.6654490167, 1.07962, 1.88337
   80.0000, 0.6684702567, 1.08000, 1.87880
   88.0000, 0.6718112286, 1.08041, 1.87375
   96.0000, 0.6754723665, 1.08087, 1.86823
  104.0000, 0.6794541101, 1.08137, 1.86225
  112.0000, 0.6837568945, 1.08190, 1.85581
  120.0000, 0.6883811410, 1.08248, 1.84891
  128.0000, 0.6933272461, 1.08309, 1.84156
  136.0000, 0.6985955706, 1.08375, 1.83376
  144.0000, 0.7041864285, 1.08445, 1.82552
  152.0000, 0.7101000747, 1.08519, 1.81684
  160.0000, 0.7163366931, 1.08597, 1.80773
  168.0000, 0.7228963846, 1.08679, 1.79819
